Sex,Age,Apple,Aronia,Banana,Bearberry,Blackberry,Blackcurrant,Blueberry,Cantaloupe,Citron,Clementine,Coconut,Guava,Lime,Lychee,Mango,Orange,Peach,Plum,Quince,Raspberry,Redcurrant,Sambucus,Strawberries,Client
F,33,0,0,0,0,164,0,192,0,0,193,0,0,0,247,150,0,0,0,0,0,0,34,251,Y
M,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,N
M,45,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,61,166,0,0,0,0,165,0,0,50,0,173,0,0,0,259,0,0,235,0,241,0,0,0,Y
F,20,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,17,25,0,0,0,N
F,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,19,0,0,150,0,295,25,0,0,0,0,0,0,182,0,0,0,29,0,0,24,0,0,0,N
M,20,0,0,111,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,217,0,0,0,N
F,63,0,0,0,0,24,33,0,0,0,0,0,151,0,0,17,139,0,0,167,0,142,0,0,N
M,61,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,25,0,18,0,235,186,0,0,0,0,149,0,0,0,155,0,90,0,0,0,0,0,0,0,Y
F,47,0,35,0,0,0,0,259,0,43,0,0,0,191,0,0,0,0,0,0,0,0,0,133,N
M,23,276,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,190,0,N
F,25,0,0,0,0,0,0,0,0,85,0,210,159,0,80,0,0,0,161,0,0,134,0,0,Y
M,38,0,0,0,174,0,0,0,0,194,0,0,0,224,0,0,0,0,0,0,0,0,0,0,N
F,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,62,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,267,0,0,124,0,0,N
F,32,0,224,0,0,0,31,0,0,0,60,0,0,0,0,257,0,0,0,0,0,0,28,0,N
M,19,112,0,0,246,0,0,0,0,0,0,0,187,0,275,0,0,0,0,0,174,0,0,115,Y
F,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,22,0,257,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,56,0,0,0,158,102,0,0,0,0,0,33,0,0,0,0,0,207,0,0,192,154,0,0,N
F,39,262,0,0,0,0,0,0,0,16,0,0,0,0,0,122,0,168,0,0,0,0,209,0,N
M,62,0,0,0,0,76,0,0,0,0,82,0,0,157,0,0,275,0,289,216,0,0,0,225,N
F,24,0,0,246,0,0,0,0,0,0,201,0,0,0,0,114,0,0,4,0,231,0,0,0,N
