Sex,Age,Apple,Aronia,Banana,Bearberry,Blackberry,Blackcurrant,Blueberry,Cantaloupe,Citron,Clementine,Coconut,Guava,Lime,Lychee,Mango,Orange,Peach,Plum,Quince,Raspberry,Redcurrant,Sambucus,Strawberries,Client
M,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,52,266,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,N
M,49,72,296,0,0,0,0,0,0,0,0,0,0,259,0,0,0,207,0,0,277,0,0,0,N
M,31,0,0,0,0,0,85,60,0,0,0,0,0,177,0,0,0,0,215,0,95,27,148,0,N
M,25,0,86,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,N
M,56,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,64,0,0,0,0,0,0,194,170,0,247,0,34,0,74,62,299,0,0,0,0,0,0,0,Y
M,29,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,53,0,0,0,0,0,260,0,0,0,0,42,253,0,0,0,0,0,0,220,0,0,0,0,N
M,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,32,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,Y
M,31,0,176,0,0,201,52,0,189,0,0,0,0,0,298,0,0,0,101,0,0,0,190,0,N
M,51,0,0,0,134,0,0,293,70,0,0,0,0,0,184,0,0,288,0,280,39,0,0,0,N
M,30,96,0,0,0,0,0,0,32,121,0,0,0,0,0,136,0,0,0,0,0,110,0,0,Y
M,23,0,227,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,65,0,0,8,0,0,0,0,0,0,188,0,0,0,0,0,0,0,279,0,0,0,0,0,N
M,32,0,292,0,45,0,0,0,255,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,N
M,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,N
F,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,N
M,20,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,N
M,64,132,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,92,N
M,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,31,275,0,0,0,237,0,201,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,179,N
M,32,0,0,19,0,50,0,1,0,0,0,84,0,0,124,0,0,200,0,233,0,0,0,0,N
M,37,0,0,0,249,0,116,220,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
M,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,N
M,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,Y
M,58,0,151,182,0,226,0,0,127,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
M,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,19,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,N
M,21,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,27,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,237,0,0,0,203,0,6,0,N
M,43,0,0,0,0,0,0,0,0,254,0,0,1,177,0,160,0,0,126,0,0,0,0,0,Y
M,59,0,184,0,73,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,72,0,0,N
M,61,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,89,0,0,N
M,50,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,273,0,0,0,0,0,0,0,N
M,30,0,0,0,0,0,282,0,0,0,0,28,111,0,0,0,0,203,0,0,284,0,0,293,N
M,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,N
F,59,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,49,0,0,0,0,0,0,243,0,0,204,0,0,0,273,0,0,0,280,0,0,0,0,212,N
M,57,75,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,279,0,0,0,Y
M,42,265,0,0,0,0,0,82,0,0,0,0,143,0,0,0,0,198,85,0,0,0,0,0,Y
M,46,0,0,0,0,85,0,0,0,21,207,107,0,0,174,0,0,0,0,0,0,0,0,0,N
M,62,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,N
M,23,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,Y
