Sex,Age,Apple,Aronia,Banana,Bearberry,Blackberry,Blackcurrant,Blueberry,Cantaloupe,Citron,Clementine,Coconut,Guava,Lime,Lychee,Mango,Orange,Peach,Plum,Quince,Raspberry,Redcurrant,Sambucus,Strawberries,Client
M,52,287,0,0,136,0,82,0,0,0,0,0,0,219,0,0,0,135,66,0,252,0,0,0,N
M,27,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,18,0,0,0,0,0,0,0,0,0,0,0,267,0,0,112,0,122,0,0,0,0,0,0,Y
M,59,180,184,0,285,0,0,0,0,0,0,0,0,119,0,0,0,0,279,0,0,0,0,0,Y
F,54,0,0,84,0,0,0,228,0,0,0,0,0,96,0,0,0,93,0,0,0,122,64,0,N
F,52,257,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,299,0,0,30,0,0,0,N
F,18,99,0,0,0,0,0,0,0,0,0,140,0,32,0,0,0,0,141,259,0,0,0,0,N
F,25,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,50,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,N
M,56,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,71,Y
F,54,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,225,266,0,0,0,0,0,Y
M,40,0,251,0,0,0,0,0,269,0,0,0,0,233,294,298,0,0,0,0,0,0,0,37,Y
M,22,0,0,0,0,0,0,0,0,108,0,0,0,0,183,0,0,0,98,228,0,0,0,0,N
M,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,23,0,0,228,0,0,0,0,0,218,0,0,0,0,0,0,181,0,0,0,0,0,0,197,N
M,57,0,0,0,112,50,0,0,0,0,220,0,291,236,240,0,0,0,0,0,0,0,0,126,N
M,32,277,0,8,0,0,0,0,258,0,0,268,0,0,0,0,0,0,0,0,0,7,138,0,Y
F,56,260,125,0,0,0,0,0,0,298,0,0,121,0,136,0,0,0,0,0,0,0,0,188,Y
M,46,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
F,53,0,105,0,0,0,0,0,0,0,200,101,0,0,208,201,0,0,0,173,0,61,0,0,N
M,31,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
M,25,0,0,0,0,0,0,272,0,296,90,0,0,0,0,0,0,0,0,0,114,0,0,0,N
M,66,0,0,0,0,0,0,0,0,0,0,29,0,0,0,70,0,208,0,0,0,137,0,0,N
F,53,0,0,0,0,0,0,0,5,273,0,92,0,0,0,0,0,0,13,0,0,0,0,0,N
M,35,0,0,0,0,0,0,0,0,238,178,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,21,0,0,0,0,0,0,2,0,0,0,126,0,0,0,0,0,0,0,26,260,0,0,0,N
M,36,174,0,0,0,0,0,64,0,0,0,0,0,245,90,0,0,0,0,0,0,0,0,0,N
M,42,28,0,0,0,0,0,0,0,123,265,0,0,0,0,0,81,0,0,0,0,0,0,9,N
M,54,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,50,0,27,0,21,0,0,0,0,0,0,0,0,202,0,0,272,288,0,0,0,0,0,240,N
M,58,0,251,0,0,0,160,0,211,185,0,234,0,0,284,0,0,0,130,0,0,0,0,0,N
M,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,29,0,0,0,0,0,0,0,0,0,140,147,0,253,0,0,0,0,0,0,0,0,0,296,Y
F,55,0,0,0,0,0,204,0,149,0,0,0,141,0,0,0,0,251,0,0,0,0,0,114,N
