Sex,Age,Apple,Aronia,Banana,Bearberry,Blackberry,Blackcurrant,Blueberry,Cantaloupe,Citron,Clementine,Coconut,Guava,Lime,Lychee,Mango,Orange,Peach,Plum,Quince,Raspberry,Redcurrant,Sambucus,Strawberries,Client
0,66,0,149,0,190,0,0,241,0,0,174,0,0,0,185,0,0,0,0,0,0,0,0,0,0
0,39,0,0,0,0,296,0,211,0,0,0,0,77,168,0,0,0,0,0,0,0,0,291,0,1
1,33,0,0,0,0,0,0,0,168,0,243,275,0,0,0,0,0,0,0,0,52,0,0,0,1
1,42,0,0,81,0,238,92,0,0,0,13,0,0,0,0,0,0,0,216,7,0,0,0,0,1
1,30,0,173,0,169,0,121,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,1
0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,33,0,244,56,216,0,158,0,0,0,14,0,0,0,0,65,0,0,0,0,0,0,0,191,0
1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,40,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,64,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,223,0,0
0,66,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,1
0,32,0,0,0,0,0,0,0,0,0,0,246,0,0,0,12,0,0,0,0,84,0,0,0,0
1,42,0,0,0,134,0,0,0,0,136,0,0,0,0,0,133,0,0,246,228,246,0,175,0,0
1,24,0,37,0,0,47,0,159,0,251,0,0,228,0,0,171,0,0,0,33,0,0,0,0,0
1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0
1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,35,0,13,0,0,0,280,0,0,0,0,0,181,0,98,0,0,0,0,0,0,0,0,0,0
0,18,10,0,0,0,42,0,0,0,107,0,0,0,53,72,0,0,76,240,0,0,0,0,0,0
0,44,0,0,108,0,0,0,0,0,158,114,0,0,0,0,0,0,0,0,265,0,0,0,0,0
1,50,0,0,0,86,0,0,0,176,80,0,212,0,0,0,0,0,0,0,0,0,0,155,0,0
1,34,0,0,0,30,0,191,0,0,87,0,0,186,0,174,296,0,0,0,0,0,0,239,0,0
1,51,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,175,0,112,177,168,0,0,0,0
1,49,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0
1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24,0,0,196,0,0,0,0,0,0,0,0,0,181,0,265,0,195,0,239,0,0,40,56,1
1,63,0,214,0,0,0,75,0,0,0,216,0,0,0,153,0,0,0,0,112,0,0,0,0,1
1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,1
1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,29,0,0,0,242,0,0,100,0,0,0,0,0,143,0,0,287,0,48,0,0,0,0,0,0
1,50,18,0,0,0,84,248,0,0,0,0,229,0,0,0,0,62,0,164,0,0,0,0,0,0
1,55,52,0,0,173,0,118,0,0,0,0,0,236,0,0,20,284,0,0,0,0,153,0,0,0
0,64,0,65,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
0,20,0,0,120,0,0,0,0,0,0,146,241,0,0,77,132,0,0,0,0,169,0,0,0,1
1,32,217,0,0,0,0,0,0,0,0,0,261,0,204,0,0,0,190,230,48,0,0,0,51,0
1,64,0,0,176,28,0,0,0,0,0,175,272,0,0,0,0,60,16,0,0,0,0,0,0,0
0,32,0,0,0,0,207,0,239,0,0,0,0,133,0,0,0,0,0,275,0,0,0,0,0,0
1,35,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,64,0,0,179,0,0,137,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,1
1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,58,0,0,0,0,0,0,11,0,0,0,0,16,0,0,0,0,0,0,0,174,0,229,0,0
0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,63,0,0,0,0,0,0,0,0,149,0,0,0,202,0,0,0,0,0,0,52,0,0,0,1
0,36,0,0,0,0,0,0,0,0,0,0,194,243,0,200,0,90,0,0,0,192,0,0,0,0
0,59,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,1
1,18,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0
0,29,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,25,0,0,97,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,171,0,0,0,0,0
1,30,0,0,0,0,0,0,0,178,9,0,26,0,0,0,0,0,0,0,0,0,0,278,0,0
1,37,182,275,0,0,0,289,0,0,0,0,0,0,37,0,265,0,0,0,0,0,0,238,0,0
0,24,0,0,53,16,0,0,154,0,0,292,0,71,0,0,271,0,0,0,0,0,0,0,0,0
0,22,0,0,0,244,0,0,0,0,0,0,0,22,36,84,0,39,0,70,240,0,0,0,0,1
0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,65,125,0,0,67,0,0,0,0,103,0,21,0,62,0,0,0,0,0,205,0,0,0,0,1
0,55,0,246,0,104,0,0,275,0,0,0,0,0,213,0,0,39,0,0,0,0,0,0,0,0
1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0
0,38,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,53,0,0,0,17,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,31,0,224,0,103,0,0,0,0,0,135,0,0,0,0,125,0,128,0,0,0,0,0,0,0
0,35,0,257,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,153,0,73,0
1,40,0,248,0,0,0,0,0,0,205,0,88,0,295,0,170,0,0,0,0,0,94,144,0,0
0,32,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,1,297,0,0,0,0,0,0
0,29,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,293,0,0,22,0,117,0,0,0
1,32,0,0,0,239,0,0,0,151,0,0,133,0,0,0,0,0,0,0,0,0,0,60,0,0
1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,74,19,31,0
1,56,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,23,0,0,0,0,0,78,8,0,0,0,0,0,0,0,275,0,36,0,0,205,0,0,0,0
0,40,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,58,0
