Sex,Age,Apple,Aronia,Banana,Bearberry,Blackberry,Blackcurrant,Blueberry,Cantaloupe,Citron,Clementine,Coconut,Guava,Lime,Lychee,Mango,Orange,Peach,Plum,Quince,Raspberry,Redcurrant,Sambucus,Strawberries,Client
M,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,19,N
F,28,93,150,74,239,0,0,0,0,0,128,107,0,0,0,0,149,0,0,0,0,0,0,0,Y
M,45,0,0,0,0,0,159,0,0,0,0,238,0,298,227,0,0,0,0,8,0,0,0,0,N
F,23,0,0,0,0,0,0,0,0,120,0,0,264,0,0,0,0,0,0,0,0,0,0,0,Y
F,53,234,0,0,116,0,0,0,0,0,0,149,182,0,109,0,0,0,82,0,0,0,0,0,N
M,27,0,0,0,0,0,0,155,264,0,0,0,0,0,0,274,0,0,0,0,0,258,0,0,Y
M,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,N
M,24,0,0,0,0,0,0,0,0,0,0,0,204,118,96,170,0,0,172,0,0,0,0,0,Y
M,41,253,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,65,0,0,0,4,0,0,0,0,189,0,0,292,0,0,0,0,0,0,0,0,0,0,0,N
M,66,0,0,0,0,0,230,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,N
M,59,0,0,0,0,0,0,0,0,108,0,0,0,0,124,0,85,184,181,0,263,0,0,0,Y
M,36,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,53,0,0,281,0,0,0,0,0,0,0,0,0,0,109,0,246,0,0,0,0,0,0,0,Y
M,60,0,21,0,0,71,0,0,0,0,261,0,176,0,195,0,0,23,0,0,0,0,0,256,N
M,20,0,195,0,0,0,170,0,144,88,0,0,0,169,132,4,0,0,0,0,0,0,0,0,N
M,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,53,164,213,28,17,0,0,0,0,226,0,0,0,0,53,0,0,0,0,0,85,0,0,0,N
F,56,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,38,177,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,24,0,0,0,74,0,0,Y
M,47,0,0,0,0,0,169,14,0,0,0,0,164,0,0,0,0,0,0,285,0,273,0,0,N
M,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,40,0,0,134,0,0,0,18,0,0,0,122,161,0,27,225,0,0,0,0,0,0,0,165,N
M,40,0,0,91,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,N
M,43,0,0,0,0,0,0,209,59,0,0,0,0,0,0,276,0,0,0,155,0,0,0,0,Y
M,32,0,0,0,0,0,0,0,0,225,155,0,0,0,0,0,223,0,0,0,0,288,0,0,Y
M,21,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,N
M,57,0,0,0,27,0,20,0,0,253,286,140,0,0,0,0,0,0,0,0,141,0,0,0,N
M,19,0,0,0,293,0,0,0,0,0,9,0,269,0,0,0,0,0,0,0,0,0,0,0,N
M,54,92,0,0,0,102,0,0,235,0,0,187,0,0,0,0,267,0,159,0,0,0,0,0,Y
M,57,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,58,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,271,0,0,0,0,234,0,Y
M,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,21,0,0,0,226,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,280,0,N
M,60,0,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
M,51,0,0,0,0,283,0,0,0,0,0,90,0,226,0,0,0,243,0,0,0,0,0,39,N
M,59,0,299,106,0,0,0,0,287,0,0,0,0,0,0,0,25,155,0,0,0,0,0,283,N
M,51,246,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,125,0,0,0,0,0,Y
M,40,0,13,0,0,0,266,0,0,0,0,179,0,0,0,0,0,0,0,0,215,0,0,144,N
M,30,0,0,0,0,0,0,0,0,0,0,156,0,69,209,0,276,265,0,0,0,0,0,0,N
M,54,0,148,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,Y
M,49,0,0,0,0,0,0,0,112,0,0,118,297,0,251,0,0,200,0,0,180,0,0,0,N
M,59,0,0,0,0,0,290,0,0,0,281,0,0,0,0,80,92,0,281,0,0,0,0,0,N
M,43,0,0,0,0,0,0,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,N
M,37,0,0,0,121,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,57,0,0,284,0,0,0,0,137,0,0,0,162,0,0,0,0,0,0,0,0,0,77,0,N
M,55,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,N
