Sex,Age,Apple,Aronia,Banana,Bearberry,Blackberry,Blackcurrant,Blueberry,Cantaloupe,Citron,Clementine,Coconut,Guava,Lime,Lychee,Mango,Orange,Peach,Plum,Quince,Raspberry,Redcurrant,Sambucus,Strawberries,Client
0,42,0,38,0,0,0,0,281,0,0,140,0,0,0,0,0,0,176,190,0,0,0,0,0,0
1,19,0,0,240,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,45,0,0,0,0,0,257,0,0,0,203,0,0,0,0,0,125,0,0,0,0,0,0,0,0
1,39,0,0,0,0,87,0,0,171,0,0,10,0,0,0,0,0,223,298,52,0,0,0,0,0
0,57,0,0,0,0,105,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0
1,26,0,0,0,0,171,0,6,0,0,0,91,0,0,5,0,200,0,0,0,119,0,155,0,0
1,53,0,0,0,0,0,226,0,0,116,0,120,0,225,0,0,72,0,0,0,0,0,0,0,1
1,29,0,0,49,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,33,0,191,0,0,0,0,0,0,0,180,87,0,0,0,0,237,0,4,0,0,0,0,0,0
0,49,0,0,223,127,0,0,0,0,0,218,0,0,0,35,0,0,0,0,0,0,0,0,0,0
0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30,32,0,180,0,245,282,0,0,150,0,181,0,0,0,0,142,0,0,0,0,0,0,0,1
0,50,0,157,0,0,0,275,0,0,0,0,0,0,0,114,220,0,0,0,216,0,0,133,0,1
1,34,0,0,0,189,180,0,0,0,139,0,103,0,161,0,0,0,0,0,0,0,0,0,148,0
0,52,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,248,0,0,0,0,0,0,249,0
1,25,0,0,83,0,0,0,177,0,0,0,0,0,154,0,0,0,89,0,0,0,0,0,0,0
1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,28,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,21,0,0,0,0,0,74,0,0,279,0,0,0,91,0,0,18,17,0,0,0,0,0,174,0
1,45,259,0,0,89,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,36,0,0,0,0,152,151,0,142,0,0,0,249,0,0,0,289,0,0,176,0,0,191,0,1
1,37,0,0,0,185,0,0,0,0,0,0,0,0,50,0,0,0,17,0,0,0,0,0,0,0
0,54,0,0,0,0,0,106,0,0,0,294,0,234,0,0,10,0,0,0,0,0,0,0,0,0
0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,28,0,0,0,0,286,0,0,0,0,0,0,211,141,0,0,0,188,0,0,292,0,0,0,0
0,34,0,0,0,0,53,0,0,0,40,0,0,0,234,0,0,228,0,0,0,0,0,0,0,0
1,39,105,0,0,0,0,0,0,0,0,266,0,0,0,0,211,0,0,0,0,120,0,189,0,1
0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0
0,31,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0
0,26,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,97,0,0,0,0,0
1,28,0,0,0,0,0,0,108,237,278,0,0,0,0,0,0,0,0,0,0,0,0,78,0,1
0,48,0,0,214,214,0,8,0,76,0,0,0,0,0,0,0,0,0,0,146,0,28,0,0,0
1,61,0,0,162,0,0,0,0,0,0,87,226,0,0,0,0,57,0,70,166,261,0,0,0,0
1,47,0,0,0,0,147,0,0,0,0,0,0,0,0,201,0,263,0,0,270,200,0,240,0,1
0,38,0,0,0,0,0,0,35,0,133,0,0,0,0,275,0,0,0,0,15,0,0,0,0,1
0,44,0,0,0,0,0,0,0,43,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0
0,30,0,229,0,280,198,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,60,251,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,197,0,0,0,0,0,0,0
0,37,194,202,0,0,0,0,0,57,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0
1,54,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0
0,26,0,285,41,0,0,0,47,237,0,0,120,0,0,0,0,0,0,265,0,0,176,0,0,1
1,64,0,255,108,0,0,0,0,0,0,0,0,0,0,0,142,0,0,295,54,0,43,0,0,0
0,58,0,0,0,120,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,1
1,63,0,265,0,0,0,0,206,0,203,0,0,0,0,0,115,0,0,0,0,0,0,0,0,1
1,20,0,0,0,0,0,137,0,0,0,0,0,255,0,0,0,0,267,0,0,47,0,0,0,0
1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,54,0,0,0,0,0,0,0,0,0,0,210,0,162,0,0,0,0,0,0,0,0,0,0,0
0,31,195,0,0,9,151,225,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0
1,18,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,47,0,275,5,0,0,0,0,0,0,0,0,0,0,37,0,119,246,0,0,0,0,259,0,1
0,50,206,0,0,0,0,0,292,0,0,0,0,160,0,0,0,47,0,0,0,0,0,0,0,1
1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,36,0,0,0,230,193,0,0,297,0,0,0,0,0,0,0,27,0,2,0,0,0,0,0,0
1,24,0,0,0,13,0,0,0,59,0,290,0,0,0,297,0,0,32,0,0,0,0,0,87,0
1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,44,0,0,0,201,0,0,143,0,0,0,0,0,0,0,159,0,9,0,0,255,3,0,0,0
0,41,0,0,0,0,0,0,63,0,282,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0
1,43,0,142,0,226,0,0,0,0,0,0,0,182,22,0,0,0,88,0,0,240,0,185,0,0
1,21,0,78,256,0,94,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,30,0,0,0,219,109,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,214,0
0,36,0,0,0,0,0,0,66,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0
0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0
0,49,0,0,0,0,18,0,0,0,0,94,0,0,0,0,0,0,0,108,0,0,0,0,0,0
1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,23,45,0,0,0,0,0,0,0,0,0,0,155,0,198,0,0,0,0,0,0,24,0,0,0
1,57,0,0,0,0,0,0,0,0,0,204,0,0,0,230,0,0,0,0,0,0,0,0,0,0
0,49,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0
1,43,0,0,27,174,0,102,0,0,57,0,88,0,0,0,0,0,0,0,37,0,0,160,0,0
0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0
1,25,0,0,220,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0
0,48,136,0,216,0,175,0,0,178,0,0,0,0,76,0,0,0,0,0,0,277,1,0,0,0
1,19,0,0,0,0,0,299,0,0,0,0,0,0,0,242,195,0,0,0,0,273,0,0,0,0
1,23,0,0,0,0,0,165,108,0,266,0,0,231,0,121,216,0,0,94,0,0,0,0,0,0
1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0
0,18,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,25,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
1,31,0,0,0,0,0,262,0,0,0,0,276,0,261,0,0,92,0,0,0,171,0,125,0,1
1,27,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,36,62,0,0,0,0
1,59,280,0,0,0,287,183,0,0,105,0,288,0,0,0,0,0,0,277,0,0,188,0,0,0
1,51,0,0,0,0,0,0,0,0,0,93,226,0,0,0,0,0,0,0,190,0,0,0,0,0
1,64,0,0,96,74,0,0,0,0,0,0,0,0,0,0,239,0,0,0,131,0,0,0,0,0
0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28,88,46,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0
0,43,0,0,0,0,219,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,278,0,0,0
0,28,17,0,0,0,0,167,0,221,0,266,0,0,0,0,0,22,0,0,123,0,0,0,0,1
1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,109,0,0,0,288,111,50,199,1
1,22,0,0,0,0,0,0,0,0,0,69,196,0,0,0,0,0,0,17,0,0,0,0,0,0
1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,61,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,0,200,111,127,0,0,0,0,0,0,0,0,0,0,0,3,0,93,0,0,0,0,0,0
1,40,198,0,105,0,0,129,0,141,83,23,16,0,0,0,0,0,0,0,0,0,0,0,0,1
1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,0,0,0,252,0,0,0,0,0,0,0,0,0,0,257,0,0,182,0,0,0,0,0,0
1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,28,0,0,0,182,0,0,0,0,0,291,0,0,0,0,0,0,0,0,118,0,0,0,257,1
1,40,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,131,0,0,0,0
1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,47,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0
1,50,45,0,0,0,0,0,0,0,0,0,50,0,0,0,0,46,0,210,0,0,38,0,0,1
0,64,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0
1,41,114,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,292,0,0,0,17,0
0,25,160,0,0,0,0,140,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0
1,22,197,0,0,0,0,4,179,0,0,0,102,0,116,0,0,0,0,0,66,0,0,131,0,1
1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,52,0,0,0,0,175,160,0,44,0,0,0,95,0,0,0,0,0,216,0,118,0,0,0,0
1,26,0,0,0,0,0,0,264,102,0,0,169,0,0,0,0,0,287,289,0,85,114,0,0,1
0,66,0,0,283,0,144,0,0,0,19,100,0,134,0,0,225,0,0,159,0,0,0,0,0,0
0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0
1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,0,0,0,3,201,158,0,0,0,0,254,212,0,0,0,0,0,132,0,0,0,0,0,0
1,36,0,151,0,0,0,0,0,114,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0
1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,37,0,6,223,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0
1,55,233,291,0,115,0,0,135,0,0,0,0,0,0,0,109,0,86,0,0,0,217,0,0,0
1,37,143,0,0,274,0,0,0,0,0,0,73,238,0,184,0,0,0,0,291,0,0,0,64,0
0,51,0,0,0,60,0,0,18,149,0,0,0,0,0,0,0,89,0,197,0,104,0,83,0,0
1,53,0,0,0,79,0,0,0,149,0,0,60,168,0,253,0,0,0,0,46,228,0,0,0,1
0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,101,0,0,0,0
0,48,0,0,0,0,0,0,0,0,0,0,0,38,127,0,0,0,0,0,0,0,0,0,0,1
0,21,0,0,0,0,0,0,43,0,0,147,0,164,0,0,0,0,0,0,0,0,0,0,0,0
0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,32,0,0,110,0,0,26,0,0,55,0,0,175,0,263,35,0,0,0,0,0,0,0,0,0
1,54,125,0,0,0,94,0,0,0,272,0,0,91,0,0,278,0,0,137,0,0,0,0,0,1
1,59,0,0,0,0,0,0,0,13,0,0,0,0,240,0,0,0,0,206,123,292,218,0,0,0
0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,38,0,0,0,0,106,0,0,0,0,0,188,142,0,0,0,0,156,0,202,79,0,0,0,0
1,56,0,94,197,228,0,0,0,11,0,6,0,0,0,0,0,128,0,0,0,0,0,0,0,0
1,36,83,0,0,0,0,0,0,0,0,0,0,78,209,226,0,66,0,0,0,0,0,0,0,0
1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,290,0,0
1,63,0,0,0,53,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,44,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,211,0
0,23,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,52,0,0,0,0,0,0,240,0,0,45,0,0,0,0,0,0,0,4,0,0,0,0,0,0
0,31,48,0,0,0,0,0,142,0,259,0,211,0,0,0,0,0,0,0,0,0,114,0,57,0
0,46,0,0,0,0,0,81,0,0,83,0,0,0,0,0,0,0,217,0,0,0,0,0,0,1
1,18,0,0,0,0,0,0,263,0,5,0,0,0,0,0,0,220,0,0,0,0,0,110,0,0
1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,55,0,0,0,0,0,0,0,14,0,0,0,115,0,157,0,152,0,0,0,0,0,0,43,0
1,66,116,0,0,0,0,84,0,0,0,0,43,0,0,267,0,0,0,0,136,79,0,0,0,0
1,19,72,0,0,0,0,0,0,14,0,0,0,0,0,0,0,129,0,121,0,0,0,0,0,0
1,36,0,79,121,0,0,0,0,85,0,0,0,0,261,46,0,0,0,0,216,0,0,73,0,0
0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,33,0,28,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,157,0,0,0,0,0,0
0,53,0,236,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,5,0,0,0,0,0
1,54,0,97,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,49,0,0,242,0,0,0,0,0,0,0,0,0,0,179,0,0,45,0,0,0,0,0,0,0
0,27,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,37,231,0,0,0,0,61,0,134,0,169,37,0,0,0,0,0,0,0,192,0,0,0,0,0
1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,220,0,0,0,0,0
1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,3,0,207,0
0,40,0,0,215,0,0,0,0,0,293,0,0,0,0,4,0,0,0,0,0,0,30,0,0,0
1,56,0,0,0,232,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,64,130,46,296,0,0,0,0,0,0,0,0,0,0,89,0,0,0,88,0,0,138,0,0,0
0,54,22,288,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,11,0,0,0,1
0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,4,0,0
0,59,48,84,28,0,0,78,0,0,0,0,0,0,0,0,84,257,0,0,0,0,0,0,132,1
1,24,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60,0,0,0,0,0,0,0,0,0,66,0,42,86,0,257,0,0,0,0,0,0,0,0,0
1,18,0,0,0,0,271,95,0,0,0,0,0,0,0,66,0,0,0,96,157,0,207,0,0,0
0,50,0,0,0,0,0,56,0,0,0,0,0,0,75,0,0,0,225,0,0,0,0,0,0,0
0,51,0,0,0,0,0,0,0,0,0,0,0,0,155,121,191,0,0,0,0,0,0,0,0,0
0,55,0,0,224,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,95,216,0,0,0
1,57,0,219,0,0,0,0,0,0,0,211,0,0,0,0,71,65,0,0,212,0,0,0,0,0
1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,0,0
1,49,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,38,0,0,0,16,0,0,0,7,0,0,0,0,0,0,241,203,0,0,0,0,213,0,0,0
0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,50,0,240,0,0,0,0,58,0,0,0,294,0,151,0,0,0,89,112,0,0,0,0,178,0
1,32,0,0,0,248,0,249,0,0,0,249,0,67,0,0,0,4,0,150,0,0,0,0,0,0
1,23,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
1,20,0,0,0,0,0,0,0,98,0,0,249,204,0,0,0,123,0,283,0,0,159,239,0,0
