Sex,Age,Apple,Aronia,Banana,Bearberry,Blackberry,Blackcurrant,Blueberry,Cantaloupe,Citron,Clementine,Coconut,Guava,Lime,Lychee,Mango,Orange,Peach,Plum,Quince,Raspberry,Redcurrant,Sambucus,Strawberries,Client
M,24,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,Y
F,30,0,139,63,0,0,0,0,0,0,0,0,93,0,0,0,0,113,94,146,0,178,0,0,Y
M,52,0,0,0,0,111,0,0,0,0,38,0,26,2,0,93,0,223,39,0,0,0,0,0,Y
F,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,273,268,0,0,0,0,0,0,N
F,34,0,0,112,0,0,91,0,0,0,8,106,0,0,0,21,0,0,0,0,0,0,0,142,N
M,62,0,262,0,0,0,203,0,0,0,227,95,0,0,1,0,0,0,75,159,0,0,0,0,N
F,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,38,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,48,95,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,101,0,0,N
M,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
F,23,0,0,291,0,0,30,0,0,0,0,99,0,0,0,227,0,0,116,0,0,0,0,0,N
M,33,0,0,0,0,0,0,0,0,0,0,103,0,0,257,0,0,0,0,0,0,73,185,0,N
F,48,179,0,0,0,0,258,0,0,0,0,241,0,0,0,0,258,0,116,0,0,0,179,259,N
M,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,38,108,0,244,0,0,0,130,0,29,0,172,0,0,0,0,108,0,0,0,0,0,234,0,N
F,34,0,0,131,0,0,0,0,0,0,0,0,167,99,0,203,0,0,0,0,0,0,0,0,N
M,60,0,0,0,0,0,0,0,0,270,125,0,0,0,296,0,0,0,0,0,0,0,0,0,Y
M,21,0,0,0,0,0,46,0,0,0,0,0,0,0,0,291,93,0,0,288,46,0,0,0,N
M,18,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,185,N
M,20,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,32,225,0,0,0,0,0,55,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,38,0,0,93,0,234,63,0,0,0,0,0,92,0,0,118,0,0,0,0,0,0,0,247,N
F,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,N
M,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,N
M,43,0,0,229,0,0,0,0,173,0,0,0,0,0,0,0,84,0,0,0,0,0,18,0,N
F,27,0,0,0,0,0,0,0,0,47,0,0,0,9,0,230,0,238,233,0,239,0,0,0,Y
M,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,23,289,0,0,0,0,0,101,0,0,0,0,0,0,0,56,0,94,0,0,0,0,0,0,N
F,28,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,146,155,Y
M,25,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,271,0,0,0,0,115,0,0,N
M,42,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
M,45,0,0,0,12,0,0,89,0,0,0,0,249,296,0,0,0,0,97,0,125,159,0,0,N
M,40,0,0,0,0,0,19,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,N
M,33,0,171,0,0,0,0,0,106,71,0,210,0,0,0,0,0,0,0,0,0,0,0,129,N
M,29,0,0,0,0,0,43,268,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,N
F,66,259,0,0,0,0,0,181,0,0,0,234,0,0,242,0,0,0,0,0,74,0,0,181,N
M,31,0,0,0,0,263,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,61,0,0,N
M,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,N
F,49,0,0,48,240,38,0,0,0,276,0,0,0,206,0,57,0,0,0,0,0,0,86,0,Y
M,21,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,25,0,0,0,172,126,N
M,30,182,128,0,0,40,0,0,6,224,0,0,0,0,0,0,0,0,0,0,0,0,0,76,N
F,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,29,0,0,241,0,35,98,0,0,0,0,0,0,0,0,143,0,0,0,0,0,131,0,0,N
F,19,0,0,0,0,0,0,0,0,0,107,0,0,0,127,0,150,0,0,0,173,0,0,0,Y
M,32,171,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,N
F,47,0,0,0,0,0,0,0,0,0,0,157,0,0,0,199,0,0,184,0,0,0,0,0,Y
F,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,N
F,35,263,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
M,46,0,0,170,0,0,264,0,0,0,0,288,0,0,0,260,0,0,0,0,0,35,0,0,N
M,65,0,96,266,0,0,0,0,236,0,132,0,0,128,216,0,0,263,0,0,0,0,0,0,N
F,42,275,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,N
M,47,0,0,0,0,265,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,N
M,46,0,0,0,0,12,0,174,0,227,0,0,0,0,0,233,83,185,0,66,0,0,0,0,N
F,64,0,0,160,0,46,0,0,35,0,0,0,0,0,0,0,0,0,156,0,250,0,0,30,N
M,65,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,1,N
M,55,0,0,0,0,0,0,0,0,0,289,0,0,0,0,119,0,0,0,0,0,0,0,0,N
M,19,267,0,0,0,282,0,288,0,0,0,0,0,0,202,0,0,0,0,0,0,0,196,0,N
F,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,N
M,32,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,56,0,0,231,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,N
M,25,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,N
F,30,0,160,82,0,0,0,0,206,0,0,0,0,0,0,0,159,0,0,209,0,0,0,0,N
M,19,0,0,282,0,0,0,0,0,293,0,0,0,0,0,0,0,0,0,0,0,164,0,0,Y
M,63,135,115,0,0,0,106,0,51,0,0,0,0,0,0,54,0,0,0,96,0,0,200,0,Y
M,28,152,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,248,0,0,0,N
M,60,0,0,0,0,0,254,0,0,0,0,81,0,0,0,0,0,0,179,0,0,95,0,179,N
F,51,0,0,0,0,0,267,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,N
M,36,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,287,0,0,0,82,0,0,267,Y
M,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,26,0,0,158,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,N
F,45,0,177,0,0,0,0,195,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,39,162,0,0,261,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,60,0,168,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,51,0,200,0,0,0,133,0,109,0,0,111,0,0,267,33,0,0,0,285,0,0,0,0,Y
F,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,N
M,40,0,0,0,0,0,0,0,0,41,0,213,244,264,0,0,0,0,0,0,0,0,0,0,Y
F,35,0,115,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,156,0,76,0,0,37,N
M,35,0,0,90,0,0,0,0,0,265,0,0,255,0,0,0,0,0,0,0,0,0,0,0,Y
M,48,0,0,201,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,31,0,121,0,0,0,159,0,172,0,0,0,0,0,0,103,0,0,0,211,0,0,66,0,N
M,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
