Sex,Age,Apple,Aronia,Banana,Bearberry,Blackberry,Blackcurrant,Blueberry,Cantaloupe,Citron,Clementine,Coconut,Guava,Lime,Lychee,Mango,Orange,Peach,Plum,Quince,Raspberry,Redcurrant,Sambucus,Strawberries,Client
M,30,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,19,0,0,0,0,276,0,0,111,0,43,0,0,0,0,0,291,0,0,0,0,0,0,0,N
M,21,0,0,0,0,0,0,0,8,0,0,0,0,84,0,0,0,0,40,0,297,0,0,0,N
M,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,61,0,0,0,133,0,0,143,0,0,0,0,160,0,121,0,0,0,0,0,170,0,0,0,N
M,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,N
M,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,23,0,242,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,19,0,0,174,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,149,133,0,227,0,Y
M,47,0,0,0,0,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,46,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,167,0,0,0,0,N
F,21,0,0,0,266,0,0,0,96,0,0,0,0,229,0,0,170,0,0,0,0,0,0,0,Y
M,40,0,0,0,197,0,0,0,269,0,0,0,276,0,0,0,0,0,0,247,0,0,273,0,Y
M,62,0,0,31,0,0,21,0,0,23,0,0,0,0,0,0,198,204,0,0,0,0,0,0,N
M,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,49,0,0,0,132,128,161,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,Y
F,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,33,0,0,0,0,33,223,0,0,91,0,0,0,0,0,0,39,0,0,0,0,0,0,0,N
M,63,0,0,202,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,N
F,39,0,0,0,14,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,63,0,0,0,0,155,0,0,11,0,25,0,0,0,0,0,0,0,0,0,257,0,0,275,N
M,49,0,0,0,144,0,0,70,0,0,0,116,0,0,0,0,0,0,0,0,116,0,0,0,N
M,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,23,0,187,229,253,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,36,Y
M,59,0,0,0,0,0,123,0,0,0,51,0,0,0,0,0,124,0,147,0,0,8,0,237,N
M,37,0,0,95,0,0,110,0,0,0,0,0,0,0,0,33,298,82,0,0,0,0,13,0,N
M,47,203,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,264,0,12,0,0,0,0,Y
M,48,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,20,0,243,0,0,118,0,0,279,0,0,0,0,0,5,0,0,0,0,0,0,207,0,187,N
M,44,0,25,0,0,37,0,0,0,44,52,297,0,0,0,0,0,0,0,0,0,0,70,0,N
M,66,0,0,0,0,0,0,0,22,63,5,0,0,0,0,0,0,0,0,0,63,43,0,0,N
M,58,0,0,178,2,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,Y
M,35,10,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,N
F,37,0,0,0,0,205,255,0,0,0,0,0,0,0,0,188,0,0,0,0,157,256,0,94,N
M,40,0,36,0,0,0,0,0,0,281,0,120,0,0,0,0,66,0,0,0,0,0,0,0,N
M,21,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,N
M,56,0,0,0,0,0,0,0,7,0,0,0,0,59,0,0,8,0,0,275,0,0,0,107,N
M,52,0,0,0,0,0,158,0,0,36,0,7,0,0,0,0,0,0,229,0,0,0,0,0,Y
M,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,N
F,58,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,133,0,0,239,161,0,91,N
M,43,99,0,0,0,47,0,202,0,0,0,0,0,0,71,0,0,0,0,93,0,0,0,0,Y
M,38,0,0,261,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,26,152,0,0,0,N
F,52,0,0,207,0,0,0,0,0,0,0,0,0,0,0,290,0,105,204,0,0,0,0,0,Y
F,63,32,0,0,0,0,0,168,0,0,89,96,0,0,0,0,0,141,96,0,0,0,0,195,N
M,48,26,286,0,204,0,0,0,273,0,112,0,0,0,0,0,0,0,107,0,0,21,0,0,N
M,31,262,0,0,0,126,0,0,0,202,0,0,179,0,0,0,30,0,0,250,0,32,0,0,N
