Sex,Age,Apple,Aronia,Banana,Bearberry,Blackberry,Blackcurrant,Blueberry,Cantaloupe,Citron,Clementine,Coconut,Guava,Lime,Lychee,Mango,Orange,Peach,Plum,Quince,Raspberry,Redcurrant,Sambucus,Strawberries,Client
M,31,0,21,0,0,0,232,0,0,0,0,0,0,0,9,0,0,0,283,0,0,0,0,118,Y
M,25,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,117,0,0,138,0,134,N
M,27,212,0,0,0,142,136,0,0,0,0,0,0,0,230,0,0,0,0,231,0,0,0,44,N
F,45,0,92,0,0,0,39,0,0,0,0,0,175,0,0,0,0,258,0,0,218,0,299,137,Y
M,55,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
M,20,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,N
M,56,261,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,72,0,0,0,0,0,N
M,34,0,0,0,0,149,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,N
F,27,0,212,0,292,19,0,0,271,0,0,128,0,0,0,0,0,0,0,0,0,0,146,0,N
M,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,N
F,53,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,N
F,61,245,170,0,277,0,0,0,0,297,0,0,85,0,0,0,0,0,0,0,0,298,247,0,Y
F,22,0,0,0,49,276,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,N
M,50,113,0,0,0,162,0,0,0,0,0,0,0,0,0,48,280,0,0,284,0,0,271,60,N
M,54,0,0,45,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,N
M,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,21,249,0,0,0,0,0,144,234,0,0,0,0,0,0,0,15,0,234,0,0,0,0,0,N
M,38,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,25,0,0,0,0,0,0,133,0,0,0,150,0,240,0,0,0,0,0,0,0,0,0,0,N
M,19,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,36,8,0,0,34,0,0,0,88,0,213,60,0,0,0,28,0,0,0,240,0,0,0,0,N
M,20,0,0,0,0,187,129,0,0,0,0,0,0,0,157,0,175,0,0,159,0,0,0,0,Y
F,57,0,0,0,0,0,249,0,0,0,0,0,0,0,0,189,84,264,0,0,0,80,0,0,N
M,33,0,0,0,0,0,0,0,0,44,0,241,0,0,0,0,19,0,0,0,0,0,141,0,N
M,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,N
M,47,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,55,112,0,128,0,0,0,Y
M,47,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,199,0,0,0,0,0,187,0,Y
M,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,39,0,0,0,0,224,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,N
M,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,26,28,0,0,0,219,280,0,0,0,2,154,0,0,42,0,0,0,0,191,0,0,0,0,N
M,30,0,0,0,0,0,110,197,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,N
F,52,0,0,0,0,0,0,0,0,0,0,9,0,24,108,0,0,135,297,0,0,0,0,0,N
M,33,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,19,0,0,0,0,0,0,0,N
M,18,0,0,0,0,0,0,0,81,0,0,61,0,152,0,0,0,231,0,0,0,46,0,0,N
M,38,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,57,0,0,0,0,0,0,0,N
M,31,0,0,26,0,26,0,0,0,0,0,0,0,0,0,263,0,168,0,0,207,259,0,0,N
M,59,0,0,247,0,0,0,0,136,56,289,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
F,25,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,117,0,146,0,164,0,N
M,64,94,0,0,0,0,0,0,273,0,0,91,0,0,0,0,0,0,0,0,0,0,0,119,N
M,58,0,0,0,0,0,0,0,299,0,0,20,0,0,0,0,0,0,0,0,106,0,0,0,N
M,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,19,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,286,0,0,0,0,0,Y
M,66,0,103,0,61,148,0,0,0,0,0,0,0,213,162,201,0,0,0,0,0,0,0,165,N
M,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,234,Y
M,30,0,0,0,0,0,0,0,0,10,0,0,0,205,0,0,0,0,0,0,274,0,0,0,N
M,48,0,269,0,0,0,0,0,0,0,0,0,73,0,0,0,117,0,0,0,0,0,0,0,N
M,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,50,0,0,15,88,0,237,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,N
M,26,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,N
M,57,0,0,0,195,144,0,0,0,0,199,0,0,0,0,0,0,286,0,0,0,241,135,22,Y
M,18,0,144,0,0,0,0,0,235,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,23,0,87,0,0,2,13,0,0,0,101,10,0,44,0,0,0,0,0,63,0,0,0,0,N
M,36,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,261,0,0,200,0,0,0,N
M,18,0,99,0,0,138,0,0,0,0,0,0,197,0,94,0,0,0,0,239,83,26,0,0,Y
F,49,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,111,122,0,0,0,Y
M,46,0,54,0,0,146,132,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,43,N
M,27,0,0,0,120,140,0,173,0,0,0,0,2,145,0,0,0,0,0,0,0,0,0,0,N
M,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,19,0,0,0,0,254,0,0,0,0,0,0,0,0,0,86,0,0,0,31,0,0,0,0,Y
M,40,0,0,0,0,61,0,0,283,266,0,0,0,0,0,0,0,0,0,0,0,0,0,117,N
