Sex,Age,Apple,Aronia,Banana,Bearberry,Blackberry,Blackcurrant,Blueberry,Cantaloupe,Citron,Clementine,Coconut,Guava,Lime,Lychee,Mango,Orange,Peach,Plum,Quince,Raspberry,Redcurrant,Sambucus,Strawberries,Client
F,29,0,0,261,0,0,0,0,0,0,225,0,0,0,57,0,0,0,0,0,0,0,0,0,N
M,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
M,35,0,0,0,0,270,31,0,0,0,0,66,0,0,237,0,234,0,0,0,0,0,0,0,N
M,47,0,0,0,0,198,253,0,0,192,17,181,0,0,0,0,0,0,0,0,0,277,298,0,Y
F,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,63,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,N
M,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,N
M,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,81,N
M,20,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,37,201,0,0,0,0,0,98,0,0,134,0,0,0,0,0,0,0,269,6,202,0,0,32,N
M,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,22,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,33,0,63,0,0,0,N
M,51,0,0,0,0,0,151,288,0,0,0,190,203,0,0,0,0,0,0,0,61,6,0,82,Y
M,20,286,0,0,278,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,N
M,35,130,0,0,0,0,0,0,288,0,0,0,0,0,0,74,134,0,0,0,113,184,237,0,N
M,25,144,0,0,0,0,0,197,0,0,0,0,0,200,0,0,0,0,0,0,248,0,0,0,Y
M,21,0,0,0,0,69,0,0,0,0,0,0,0,130,0,0,288,0,38,0,0,39,0,287,N
M,59,75,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,91,107,0,0,0,0,N
M,40,0,0,131,289,0,87,0,0,0,0,0,0,46,0,0,0,67,164,0,0,0,52,0,N
M,57,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,18,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,96,0,0,0,145,258,0,117,N
M,20,0,0,67,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,35,0,N
M,19,0,0,0,0,0,0,0,0,148,138,0,176,296,0,0,0,0,0,0,116,0,0,0,Y
M,47,0,0,0,214,0,0,296,0,0,0,50,0,0,0,0,0,0,0,271,0,233,0,0,Y
M,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,39,0,195,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,54,123,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,N
M,55,0,0,0,0,0,235,0,0,0,0,130,0,0,0,0,0,0,14,69,0,0,0,0,N
M,56,0,0,0,0,0,203,257,0,0,218,0,204,0,0,0,0,0,0,266,0,0,0,0,Y
F,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,40,146,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,21,281,0,0,0,32,48,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,Y
M,27,0,0,0,295,169,0,249,0,240,0,0,0,0,0,0,267,0,0,0,279,0,137,0,Y
F,37,0,0,0,0,9,0,196,0,0,0,47,11,0,59,0,297,0,0,195,0,0,0,0,N
M,58,0,85,252,279,112,0,0,0,0,0,0,0,0,0,209,203,0,76,0,0,0,0,0,Y
M,26,0,0,0,0,0,0,0,0,0,0,0,211,0,0,75,165,0,0,147,0,0,0,0,N
M,42,0,134,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,149,0,N
M,50,0,0,278,0,0,0,212,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
M,45,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,N
M,27,0,0,115,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
M,57,148,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,51,0,0,0,0,0,0,10,288,0,0,204,0,0,0,0,0,0,0,173,0,0,232,241,Y
F,41,0,161,0,0,0,0,0,0,0,0,0,0,0,226,0,93,0,0,230,24,0,0,0,Y
M,28,0,0,0,0,0,0,253,0,17,0,0,0,0,0,0,0,0,0,0,0,275,149,0,N
M,27,0,0,196,0,99,221,0,0,0,296,215,0,0,0,0,0,0,0,0,0,105,0,0,N
M,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,28,132,0,62,0,0,71,0,0,0,0,0,0,0,0,0,131,0,0,0,0,261,0,0,N
M,62,0,229,0,0,0,0,0,0,0,0,0,0,0,274,194,0,0,0,0,0,0,0,0,N
M,64,71,0,0,0,273,0,139,0,0,0,0,0,0,243,247,0,0,112,0,0,0,0,0,Y
M,36,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,180,Y
M,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,277,N
M,47,0,0,0,0,0,182,0,0,0,0,0,188,0,0,0,240,0,0,0,238,0,0,0,N
M,60,0,0,0,269,0,0,0,0,205,0,0,266,0,0,0,0,102,0,0,0,0,268,164,N
F,51,232,59,0,0,0,0,0,0,0,115,296,40,0,0,8,0,0,0,113,0,0,0,0,N
M,59,0,227,0,0,0,0,41,0,0,0,0,0,0,0,0,224,171,0,48,0,0,0,60,Y
M,43,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,Y
M,46,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,21,0,0,N
F,38,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,N
F,43,75,0,0,0,0,48,162,45,0,131,0,291,241,0,0,0,0,0,0,0,0,0,0,N
M,37,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,259,N
M,34,0,0,52,0,0,273,0,0,242,0,39,0,0,47,0,0,0,0,0,0,0,0,0,N
M,51,5,0,0,0,0,0,66,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,223,Y
M,40,0,269,0,0,0,0,0,0,235,74,0,0,0,230,0,0,0,0,147,0,246,186,0,N
M,36,0,231,0,0,0,0,0,0,0,52,0,0,0,0,0,0,211,0,0,0,136,0,0,N
M,64,0,0,0,0,0,0,0,0,209,0,0,0,72,0,252,0,0,0,0,0,42,0,0,Y
M,54,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,N
M,64,159,117,221,255,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,N
M,52,197,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,38,0,0,194,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,N
