Sex,Age,Apple,Aronia,Banana,Bearberry,Blackberry,Blackcurrant,Blueberry,Cantaloupe,Citron,Clementine,Coconut,Guava,Lime,Lychee,Mango,Orange,Peach,Plum,Quince,Raspberry,Redcurrant,Sambucus,Strawberries,Client
M,20,177,0,0,0,0,0,160,0,0,0,0,0,0,0,0,101,0,0,211,52,0,0,0,N
F,31,0,0,0,0,269,215,0,0,0,0,134,10,0,0,0,0,223,0,0,0,0,0,269,Y
F,35,0,7,0,0,0,0,226,0,0,0,0,0,0,250,0,0,0,227,196,0,0,0,0,N
M,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,46,0,0,0,0,0,284,0,0,0,0,0,152,0,0,0,0,0,0,0,0,83,0,179,N
M,25,0,0,203,0,0,0,0,0,251,0,0,153,0,0,0,37,0,67,0,0,0,0,0,N
M,60,0,0,0,0,0,0,297,0,0,0,0,0,0,0,44,163,0,0,155,0,0,0,92,N
F,35,63,29,0,0,0,0,160,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,65,0,231,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,142,0,151,0,0,N
M,22,0,0,40,137,0,0,129,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,66,251,0,0,0,0,0,0,0,0,218,0,292,0,0,0,0,0,124,0,0,0,0,253,Y
M,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,50,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,116,0,0,194,N
M,18,0,0,0,0,0,146,0,0,0,0,263,0,0,0,0,0,0,89,0,0,0,0,0,N
M,63,0,0,0,0,171,0,133,0,200,0,0,0,19,0,145,0,0,0,0,0,241,0,0,N
M,30,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,246,23,0,0,0,0,N
F,56,0,0,0,0,0,0,0,37,34,0,0,0,0,0,0,0,0,0,0,204,0,0,0,N
F,21,9,0,0,0,0,0,0,187,0,0,97,0,0,0,0,0,14,0,45,249,221,0,0,Y
M,42,275,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,187,Y
F,53,0,0,0,0,0,0,0,0,0,0,100,0,0,105,0,23,0,0,0,47,0,0,0,N
M,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,18,0,0,0,0,0,0,0,0,252,0,34,0,0,0,0,0,0,12,191,0,0,0,0,N
M,18,0,0,0,0,19,138,0,0,0,0,0,0,0,0,0,0,0,141,100,0,0,222,285,N
F,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,53,59,0,299,112,0,0,0,0,0,0,34,0,0,0,0,54,0,0,0,0,0,0,0,N
F,28,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,N
M,44,0,0,0,0,0,0,0,89,0,0,164,0,0,0,0,0,0,0,61,0,0,0,235,N
M,40,0,0,0,0,0,150,0,290,0,0,48,182,0,0,0,0,0,162,0,0,0,0,0,Y
F,25,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,N
M,40,0,0,0,13,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,N
F,64,0,0,15,0,268,0,0,0,0,0,0,0,260,97,0,0,0,0,134,29,127,0,0,N
M,44,0,0,0,36,0,216,0,0,161,210,255,0,265,0,0,0,0,0,0,0,0,180,0,N
F,56,0,229,178,0,0,285,0,0,0,0,0,0,0,195,0,47,0,0,0,0,57,0,291,Y
F,53,142,237,0,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,N
M,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,34,144,0,183,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,N
F,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,45,167,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,95,0,71,N
M,48,0,295,0,44,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,N
M,24,0,0,0,13,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,42,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,250,0,0,0,0,N
M,41,0,0,0,56,0,97,0,129,0,0,1,0,0,0,0,0,0,47,176,0,0,0,153,N
M,66,0,0,0,0,0,294,158,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,Y
F,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,N
F,34,0,0,0,0,0,0,0,0,0,0,10,0,0,237,0,61,0,197,264,0,0,0,0,N
M,40,0,0,72,0,0,0,0,0,0,0,177,0,99,0,299,0,58,0,0,0,0,0,0,N
