Sex,Age,Apple,Aronia,Banana,Bearberry,Blackberry,Blackcurrant,Blueberry,Cantaloupe,Citron,Clementine,Coconut,Guava,Lime,Lychee,Mango,Orange,Peach,Plum,Quince,Raspberry,Redcurrant,Sambucus,Strawberries,Client
M,29,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,55,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,N
M,38,20,99,132,0,0,0,0,0,0,0,0,0,0,0,32,256,0,0,0,7,0,0,0,Y
M,20,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,48,N
M,39,0,0,0,0,0,146,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,41,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,250,0,0,0,0,239,N
M,54,0,0,0,0,0,0,0,0,104,0,0,0,119,0,0,0,0,0,0,0,0,0,0,N
M,22,0,0,282,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,N
M,53,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,55,209,0,0,0,0,0,0,254,0,0,0,0,0,0,73,0,0,207,0,0,0,222,97,N
F,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,N
M,52,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,29,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,N
M,56,0,0,0,0,121,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,15,0,N
M,35,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,110,0,214,0,0,N
M,32,111,1,0,97,0,0,0,0,0,0,0,0,27,0,223,0,0,0,0,0,0,0,177,Y
M,24,0,0,0,0,0,0,0,0,0,83,0,0,0,0,162,0,0,0,110,7,0,278,0,Y
M,24,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,24,0,0,0,173,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,N
M,57,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,21,91,87,0,0,0,0,0,0,108,0,0,0,0,55,0,0,0,0,0,0,0,54,0,N
M,64,0,0,0,0,0,186,210,0,0,0,252,0,0,74,201,0,173,0,0,0,0,0,130,N
M,27,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,N
M,32,57,0,43,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,N
F,55,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,99,0,0,182,0,222,N
M,27,145,290,0,0,0,282,0,0,0,0,0,0,0,0,0,218,0,0,0,0,63,0,0,N
M,31,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,N
M,57,0,0,0,112,0,0,194,0,0,0,0,0,199,0,0,0,163,0,0,0,0,0,0,N
F,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,43,0,0,0,0,0,0,0,98,0,0,0,0,298,0,0,0,257,0,0,0,81,294,233,N
M,45,285,0,0,0,161,0,133,0,0,0,288,0,0,0,0,0,0,0,220,0,256,0,0,N
M,53,0,0,0,0,0,0,0,0,120,0,250,0,0,0,0,0,0,0,0,0,0,0,0,N
M,51,220,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,103,0,56,0,0,0,0,N
M,22,0,0,0,0,0,0,0,0,0,0,48,0,0,220,0,0,0,0,0,0,0,0,72,N
F,31,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,215,0,Y
F,29,0,0,233,0,0,0,0,287,0,0,0,0,0,240,0,106,0,0,109,0,0,0,0,Y
M,42,0,0,255,0,0,0,0,0,55,0,0,0,0,0,0,0,0,215,0,296,177,150,81,Y
M,29,271,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,N
M,51,0,0,0,6,0,0,130,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,199,N
M,52,0,0,0,0,0,0,22,0,125,0,0,234,0,0,0,288,0,275,0,0,0,0,48,N
M,62,0,0,217,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,19,0,0,0,0,Y
M,40,0,0,0,0,291,97,203,0,0,0,0,0,0,5,147,91,0,0,0,0,0,0,0,N
F,21,0,0,0,176,0,25,0,0,0,0,86,0,0,0,44,63,0,0,0,0,228,0,0,Y
M,47,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,27,162,0,0,0,0,0,0,0,230,0,213,0,0,0,0,0,0,0,0,158,0,283,170,N
M,32,83,0,0,0,204,230,0,0,0,0,0,0,0,202,0,0,0,283,157,0,0,256,0,N
M,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,52,0,0,0,0,0,0,0,0,38,0,292,156,0,0,0,0,0,0,0,180,0,194,0,N
M,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,57,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,25,0,0,0,0,0,0,0,0,51,0,16,0,0,170,0,0,0,0,161,0,0,0,0,N
M,22,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,53,0,0,0,0,0,104,0,0,277,0,0,0,0,0,8,0,174,0,0,192,0,0,0,N
M,53,0,0,0,0,0,0,0,0,59,0,0,0,137,0,0,0,0,0,0,0,0,0,0,N
M,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,N
F,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
F,21,0,0,237,125,83,0,0,0,0,63,0,0,223,160,0,0,0,60,0,0,0,0,0,Y
M,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,Y
M,65,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,245,0,0,0,0,0,0,0,N
M,19,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
M,58,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,N
