Sex,Age,Apple,Aronia,Banana,Bearberry,Blackberry,Blackcurrant,Blueberry,Cantaloupe,Citron,Clementine,Coconut,Guava,Lime,Lychee,Mango,Orange,Peach,Plum,Quince,Raspberry,Redcurrant,Sambucus,Strawberries,Client
F,33,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,N
M,28,0,0,0,0,64,117,0,0,209,0,72,0,0,22,0,0,273,0,0,0,0,0,0,N
F,26,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,19,0,0,265,0,0,236,Y
M,41,0,0,212,0,0,272,0,0,0,0,146,0,0,0,0,103,0,0,0,60,0,0,0,N
M,66,0,0,0,0,0,0,0,232,134,176,37,98,0,243,0,227,0,0,0,0,0,0,0,Y
F,33,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,43,0,0,0,0,0,0,0,0,180,116,0,295,0,89,0,15,0,0,0,0,0,236,0,Y
M,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,49,0,0,0,0,0,0,0,10,0,0,0,90,62,0,0,0,16,0,0,2,0,178,0,N
M,53,0,0,0,0,0,0,189,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
M,22,0,0,206,0,0,0,0,0,266,274,0,0,0,0,0,0,0,0,174,0,0,0,106,N
F,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,39,276,0,0,0,182,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,Y
M,49,0,0,0,0,0,136,0,296,0,150,0,0,0,216,0,219,0,0,0,0,0,0,0,Y
M,28,0,0,32,0,0,0,0,0,0,0,141,0,0,0,75,0,0,0,0,79,0,0,80,N
M,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,51,0,19,0,0,0,279,0,169,0,0,0,0,0,89,0,0,131,0,0,0,0,0,0,N
F,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,N
M,46,0,0,295,0,0,0,93,0,0,0,232,0,270,142,0,49,0,208,0,0,0,0,0,N
M,28,0,0,0,69,0,0,0,0,0,0,170,16,230,0,210,218,0,0,0,0,0,0,256,N
F,45,0,0,0,0,0,0,194,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,N
M,34,287,0,0,0,0,0,0,0,0,0,0,171,0,0,174,0,0,0,0,0,0,0,0,N
M,31,0,0,0,0,0,0,119,0,0,0,147,0,0,116,0,0,0,0,0,0,0,27,0,N
M,45,0,0,78,11,81,0,0,0,0,0,0,0,0,76,149,0,276,0,0,0,0,0,0,N
M,34,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,Y
M,29,0,0,49,0,0,250,0,0,0,236,0,0,0,0,0,0,0,0,170,0,234,0,0,N
M,61,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
M,35,0,0,0,102,0,0,0,0,0,0,53,0,0,0,0,82,0,0,0,0,0,0,0,N
F,24,0,0,89,0,0,0,0,0,0,232,0,56,0,0,0,0,220,193,0,0,0,0,208,N
M,36,0,91,0,67,0,0,0,243,129,0,152,0,0,0,276,0,258,0,0,0,0,0,0,N
M,53,0,117,0,0,0,0,0,109,0,189,191,203,0,0,0,0,0,0,0,0,0,0,0,Y
M,25,0,0,0,0,0,212,145,0,207,0,0,0,75,0,0,0,28,0,0,0,0,148,67,N
M,18,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,21,0,0,0,0,0,0,0,138,0,0,0,0,0,0,39,0,0,111,0,0,0,280,0,N
M,20,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,154,67,0,Y
M,41,0,0,0,0,0,0,24,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,64,227,0,0,0,170,0,0,0,0,0,0,0,141,0,135,0,0,0,0,0,0,0,0,N
M,41,0,277,136,0,0,151,0,0,0,0,0,0,0,29,0,113,0,8,31,0,0,0,0,Y
M,26,152,0,275,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,43,0,0,0,0,0,0,49,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,286,N
M,66,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,236,0,194,0,0,0,87,270,Y
M,47,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,11,0,0,0,0,N
M,55,0,32,0,0,258,0,0,0,0,89,0,134,294,0,0,0,178,0,0,0,0,0,0,Y
M,62,0,0,0,0,0,0,162,0,80,0,273,64,0,0,0,0,89,0,0,62,0,0,0,Y
F,19,0,126,0,0,94,0,70,0,0,0,0,0,0,0,169,251,0,0,0,0,152,13,0,N
M,27,0,0,0,0,74,10,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,N
M,33,0,0,193,0,0,0,0,0,0,0,0,0,234,0,0,0,78,0,0,0,0,109,0,Y
M,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,N
M,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,54,0,0,0,0,0,18,0,0,0,0,121,0,0,247,0,0,69,0,0,0,0,0,27,N
M,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,18,0,195,0,64,71,299,Y
M,53,0,0,122,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,Y
M,36,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,153,0,0,0,N
M,27,0,0,193,254,0,0,0,0,0,0,142,0,0,0,0,52,0,0,0,97,0,0,265,N
M,51,128,0,39,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,N
F,64,0,206,89,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,N
M,54,0,0,0,0,0,0,1,163,0,0,0,0,0,0,229,35,0,191,0,0,0,0,0,N
M,33,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,249,238,0,0,169,207,0,12,N
F,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,60,0,0,0,0,0,0,102,0,291,0,0,0,0,0,2,0,0,0,0,0,0,0,0,N
M,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,23,0,0,0,238,0,0,0,174,0,61,0,0,82,55,0,0,0,0,0,0,0,0,0,N
M,43,0,0,178,11,0,0,0,0,0,0,211,0,57,139,0,259,0,0,0,0,0,0,0,N
M,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,24,0,0,0,0,0,177,159,163,0,160,166,32,0,0,0,0,92,0,0,0,0,0,0,N
M,44,0,34,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,294,Y
M,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,34,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,N
F,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,194,0,Y
M,30,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,108,158,0,0,0,0,0,N
M,37,0,0,0,238,52,0,0,0,0,0,0,0,0,125,294,0,0,0,0,0,236,0,0,N
F,53,0,0,0,0,150,0,0,138,0,0,0,0,197,0,0,265,0,0,0,0,0,99,0,Y
F,62,0,90,0,0,0,0,0,0,0,0,105,0,0,0,0,0,272,83,0,0,0,28,0,N
M,53,0,0,0,10,0,0,1,0,0,157,0,0,280,0,0,0,0,209,0,0,0,0,0,N
M,52,0,0,0,5,0,0,0,63,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,N
F,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,N
F,48,0,0,0,0,23,0,0,0,193,0,0,0,59,0,0,126,0,0,0,0,186,211,0,N
M,59,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,N
M,50,41,0,0,0,48,25,0,0,0,102,0,0,0,0,121,0,0,0,0,0,0,0,0,N
M,23,0,0,0,227,0,0,0,46,129,0,0,0,0,0,0,48,0,0,279,0,0,93,0,N
M,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,39,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,90,N
M,18,0,0,0,0,0,0,0,0,284,206,25,0,0,86,0,0,0,0,274,0,0,0,24,N
M,44,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,71,0,0,0,106,0,0,N
M,51,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,Y
M,50,0,0,92,0,0,0,0,0,0,105,0,0,126,0,209,194,188,0,0,0,0,0,0,N
F,32,0,0,0,0,67,105,0,0,201,292,0,0,0,133,164,0,0,0,0,0,213,0,0,N
M,61,0,0,0,0,0,99,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,N
M,59,0,0,0,0,0,0,174,0,0,241,0,0,0,87,0,0,284,0,0,0,263,0,211,N
F,27,226,0,0,0,0,185,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,N
M,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,N
F,20,12,0,0,291,0,0,0,0,229,0,0,0,0,0,252,169,35,0,0,0,0,0,0,N
M,20,255,0,0,0,0,79,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,N
M,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,N
M,38,0,294,0,0,0,0,137,0,0,101,75,0,0,0,0,0,0,189,0,103,0,0,0,N
M,44,151,0,97,3,0,0,0,0,0,0,0,0,0,241,0,0,178,0,0,0,0,0,181,N
M,55,0,0,0,0,0,0,197,23,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,N
M,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,63,0,0,0,51,0,0,0,275,8,0,0,0,0,0,0,0,168,0,76,0,0,0,0,N
M,38,197,0,0,0,0,0,154,0,216,0,0,0,0,0,0,0,0,0,74,0,0,223,0,N
M,54,0,0,0,0,0,0,0,0,0,195,0,91,0,0,0,0,182,17,0,0,0,0,240,N
M,55,0,0,0,0,0,0,0,0,0,250,0,63,0,0,0,0,0,0,278,0,0,0,0,N
M,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,35,0,120,0,0,0,139,51,0,0,0,30,274,0,0,0,0,0,160,0,0,0,0,225,N
F,18,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,N
M,42,0,0,0,0,0,0,0,187,0,0,0,0,0,144,0,0,0,0,269,0,0,0,85,N
M,49,257,123,161,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,21,107,107,0,N
M,31,0,0,0,286,0,0,0,192,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,N
F,51,0,42,0,0,0,96,0,198,0,0,0,0,160,0,0,0,89,0,0,0,0,0,0,N
M,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,63,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,N
