Sex,Age,Apple,Aronia,Banana,Bearberry,Blackberry,Blackcurrant,Blueberry,Cantaloupe,Citron,Clementine,Coconut,Guava,Lime,Lychee,Mango,Orange,Peach,Plum,Quince,Raspberry,Redcurrant,Sambucus,Strawberries,Client
F,56,0,0,0,159,0,0,0,0,0,294,0,0,0,0,0,0,213,0,0,0,0,90,0,N
F,54,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,155,N
F,32,0,0,0,0,138,0,0,0,0,0,0,0,0,281,0,172,263,34,0,0,0,0,0,N
M,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,36,0,135,0,0,0,0,0,0,0,0,0,249,281,0,0,0,0,0,0,0,0,0,0,N
M,44,0,0,0,0,242,0,101,143,0,192,0,0,0,0,0,0,43,0,0,264,0,264,0,N
M,53,66,267,0,0,228,89,5,0,0,0,129,0,0,0,0,0,0,0,4,0,0,0,0,Y
F,43,132,0,248,0,0,0,0,73,0,0,0,0,260,0,0,0,0,0,0,0,0,57,0,N
M,43,0,0,0,0,0,0,0,0,0,0,0,276,0,58,0,0,26,0,0,0,0,0,0,N
M,65,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,N
F,57,28,0,0,0,0,0,0,0,0,0,0,0,267,0,0,0,0,0,98,0,0,0,0,N
M,62,0,0,0,0,0,0,0,245,195,42,0,0,0,0,273,0,80,0,56,0,0,0,168,N
M,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,N
F,22,0,0,0,0,0,0,0,130,154,163,0,267,0,0,0,0,0,0,0,0,0,0,0,N
F,43,0,261,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,89,0,0,79,174,Y
M,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,N
M,60,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,9,0,0,N
F,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,24,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,165,251,230,252,0,0,0,N
F,31,0,0,0,0,0,0,1,0,64,93,30,0,0,0,176,0,0,0,0,0,197,0,267,Y
