Sex,Age,Apple,Aronia,Banana,Bearberry,Blackberry,Blackcurrant,Blueberry,Cantaloupe,Citron,Clementine,Coconut,Guava,Lime,Lychee,Mango,Orange,Peach,Plum,Quince,Raspberry,Redcurrant,Sambucus,Strawberries,Client
0,49,0,0,0,0,220,0,0,124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,66,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,30,0,0,0,0,26,77,0,0,0,77,34,0,0,0,0,0,0,125,0,115,0,0,0,1
1,50,0,0,101,0,113,107,0,0,0,0,0,182,0,0,0,91,0,120,0,10,0,0,0,0
0,62,88,0,195,224,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
1,21,0,148,0,0,0,8,220,0,13,138,0,0,0,0,0,0,284,0,0,0,0,0,250,0
0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,110,0,0
0,50,0,0,0,0,0,0,0,0,0,13,86,0,284,86,0,0,0,0,0,0,0,0,175,0
0,42,43,0,291,0,0,0,0,0,0,263,0,0,0,0,0,182,0,92,0,0,0,0,0,1
0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,48,61,0,232,2,0,253,248,60,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0
0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,1
0,25,33,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0
1,57,0,0,274,0,134,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,87,0,0,0
1,56,0,224,0,0,233,0,0,0,0,0,0,0,23,0,0,0,0,0,0,261,0,253,0,0
1,65,0,0,0,0,0,0,0,0,0,166,0,0,266,0,0,0,0,0,0,0,0,0,0,0
0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0
1,38,0,0,0,0,0,0,286,0,0,167,0,0,0,0,0,0,0,124,0,0,92,0,249,1
1,43,0,0,0,191,0,127,81,0,0,0,0,35,297,0,66,48,0,0,0,0,0,0,0,1
1,18,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0
1,63,0,0,231,0,0,83,0,0,106,0,0,0,0,257,0,0,135,207,0,0,95,0,0,0
1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,135,0,0,0
1,31,0,0,96,0,0,0,0,184,27,0,0,118,0,0,0,88,0,0,0,0,0,0,0,0
0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0
0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0
1,28,0,0,0,0,274,0,0,0,0,278,0,0,0,0,0,0,0,0,89,240,0,0,0,0
1,40,0,0,0,105,0,195,0,0,216,101,0,0,0,100,0,0,0,0,0,0,0,192,0,0
0,27,183,37,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,28,86,43,0,0,0,0
1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,167,0,0,0,0,0,0,0,1
1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,31,163,0,0,0,0,62,0,0,0,33,0,0,0,0,127,0,0,182,0,26,0,0,0,1
0,26,0,0,210,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0
0,19,0,0,0,0,0,0,167,0,0,0,276,0,0,182,0,0,0,0,0,0,0,0,0,0
0,57,0,125,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0
0,61,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
